title,artist,mappers,difficulties_amount,version
NINJA IS DEAD,P*Light,GDWither,1,1
SAtAN,P*Light,Plxsma_RBLX & WaterBottle317,1,1
STARLIGHT DANCEHALL,P*Light,EA_Crazed,1,1
Storm Buster,P*Light,iMasterzzRBLX,1,1
Yuuki no Pendant,Qrispy Joybox ft. Chata,superluigizero,1,1
Colorful Minutes,Qrispy Joybox ft.mao,Username_NotRequired,1,1
licca,Qrispy Joybox,Username_NotRequired,1,1
Twinkle Wonderland,Qrispy Joybox & Sana,reallyawesomestuff,1,1
snow prism,Qrispy Joybox,iMasterzzRBLX,1,1
Get A Gatling Bomber,QURELESS,DyamoDash,1,1
KiLLeR MeRMaiD,QURELESS,Crucru03,1,1
"Sewer Slide, Not Salvation",QURELESS,ZitroNitro,1,1
You are eating my rotten duck,QURELESS,Crucru03,1,1
*** * The Anthem (Xystran Remix),QURELESS,nextro420,1,1
TABULA RASA ft. KOZINAK,R.V,Robineesti11,1,1
FREEDOM DiVE↓,R3 Music Box,EA_Crazed,1,1
Goodbye to a world,R3 Music Box,Noobisnotbad1,1,1
Saika,Rabpit,superluigizero,1,1
Chipwrecked (1.2),RainbowDragonEyes,Noobisnotbad1,1,1
ra'am,Rairyu,Plxsma_RBLX,1,1
That was Too Slow,Ranzor,GDWither,1,1
entelecheia,Rche,Haxagon,1,1
Among Us In Real Life,Rebecca Zamalo,Username_NotRequired,1,1
Haachama Haachamatchama,REDALiCE ft. Akai Haato,DyamoDash,1,1
Little Star,REDALiCE ft. Ayumi Nomiya,EA_Crazed,1,1
Peko Miko Dai Sensou!,REDALiCE ft. Usada Pekora & Sakura Miko,DyamoDash,1,1
SAIKYO STRONGER,REDALiCE vs. USAO,Crucru03,1,1
Always TANOC (Kobaryo's FTN-Remix),REDALiCE,EA_Crazed,1,1
Masakari Blade,REDALiCE,EA_Crazed,1,1
マサカリブレイド (Kobaryo's FTN-Remix),REDALiCE,EA_Crazed,1,1
Appearance Go Round,RedOgre,AshFromKaaba,1,1
Possesed By The Blood Moon,ReeK,BatBrice,1,1
Yubi Breaker,ReeK,ZitroNitro,1,1
Wintery Town,Refrays,UsernameNotRequired,1,1
Unfinished Breakcore Track,Reizoko Cj,RakhaIsNoob,1,1
Sendan Life,Remo Prototype,Plxsma_RBLX,1,1
Sendan Life (katagiri Bootleg),Remo Prototype,Suyolite,1,1
Gravity,Remzcore,DyamoDash,1,1
The Castle,Renard VS. Kitsune^2,Username_NotRequired,1,1
All American Dubstep,Renard,Crucru03,1,1
Banned Forever,Renard,UsernameNotRequired,1,1
Dash Hopes 3,Renard,Plxsma_RBLX,1,1
HAPPY RAVE! ^_^,Renard,Username_NotRequired,1,1
No Matter,Renard,Username_NotRequired,1,1
Sinisterrrrrrrr,Renard,Username_NotRequired,1,1
Slap Fight,Renard,Username_NotRequired,1,1
TRUXXXXXXTON,Renard,Username_NotRequired,1,1
VS PSYCHOSHY,Renard,Username_NotRequired,1,1
WINDRAMMER STYLE,Renard,Username_NotRequired,1,1
Asymmetry,Reol,Neko_Mao,1,1
Cyber Thunder Cider,Reol,DyamoDash,1,1
Monster,Reol,Iamuss76,1,1
No title,Reol,Crucru03,1,1
Plus Danshi,Reol,WaterBottle317,1,1
Looming Dread Intense Symphonic Metal Cover,Resident Evil 2,DyamoDash,1,1
Lo-Fight (Frozentual Cover),RetroSpecter,Noobisnotbad1,1,1
Remix 10,Rhythm Heaven Fever,OKZitro,1,1
Ringside,Rhythm Heaven Fever,BasedSammy,1,1
Never Gonna Give You Up DJ Barbeque Remix,Rick Astley,X3Corsaka,1,1
Never Gonna Give You Up (Frozentual Cover),Rick Astley,FrozeniumZ,1,1
7 Eleven Sandwich Ad,Riko Sakurauchi,OKM4eu,1,1
Disorder,RIOT,WaterBottle317,1,1
Jungle Fury (sped up),RIOT,ob1cb,1,1
Overkill (AXEN Remix),RIOT,HaxagonYT,1,1
All I wanna do is touch your power points,RIPE,OKMasterz,1,1
Daydream,Riran,doofyplayer,1,1
Unshakable,RiraN,superluigizero,1,1
Bamboo,RISH ft. Choko,ZitroNitro,1,1
Punai Punai Taisou,RISH ft. CHOKO,M4eu & DyamoDash,1,1
Punai Punai Wars,RISH ft. Choko,ZitroNitro,1,1
Bi,Rissyu ft. choco,DyamoDash,1,1
Doubt You,Rival X Cadmium,Iamuss76,1,1
Fight Chilly With Chili,Robotprins,Azurlexx,1,1
DJRubRub/The Challenge,RobTop,Meteor_Melee,1,1
Daybreak,Rogue,iMasterzzRBLX,1,1
Magic Touch,Romos,Username_NotRequired,1,1
Congratulations,Roomie,doofyplayer,1,1
VEC┼LEGGENDARIA,Rotteen,GDWither,1,1
that schoolgirl,Rotten Blood,HaxagonYT,1,1
Grimm (Kobaryo's FTN Remix),RoughSketch ft. Aikapin,DyamoDash,1,1
MAYHEM,RoughSketch x CANVAS ft. Quimär,DyamoDash,1,1
666,RoughSketch,Noobisnotbad1,1,1
Ghost Family Living In Graveyard,RoughSketch,OKZitro,1,1
Nyan-Nyan-Nyan! feat. Sakipyo,RoughSketch & uno,AshFromKaaba,1,1
Madness,Rozebud,Meteor_Melee,1,1
Pico B-Side,Rozebud,Noobisnotbad1 & Naoriwa,1,1
Tutorial B-Sides,Rozebud,Frozen,1,1
PRINCESS THEME,RQ,DyamoDash,1,1
TOUCH TOUCH (Kobaryo's FTN-Remix),RQ,EA_Crazed,1,1
XX,RQ,DyamoDash,1,1
Still Piano,Rua ft. K,Naoriwa,1,1
Sweet Crepe,RUQOA,EA_Crazed,1,1
Time to Say Goodbye,RWBY,IAteADoorKnob,1,1
Sharkbait,ryhki,DyamoDash,1,1
Ballad of the Wind Fish,Ryo Nagamatsu,UsernameNotRequired,1,1
Go Beyond!!,Ryu vs Sota,GDWither,1,1
AGEHA,Ryu,Username_NotRequired,1,1
bloomin' feeling,Ryu,Username_NotRequired,1,1
I'm so Happy,Ryu,Username_NotRequired,1,1
Second Heaven,Ryu,Username_NotRequired,1,1
Intersect Thunderbolt (Remix),S.S.H.,gold_wolf,1,1
It Went,S3RL ft. Tamika,Username_NotRequired,1,1
catchit,S3rl,Eipcness99,1,1
MTC,S3RL,Qwarkie,1,1
Pika girl,S3RL,Noobisnotbad1,1,1
R4V3 B0Y,S3RL,GDWither,1,1
Termination Shock,Sabrepulse,Azurlexx,1,1
Far In The Blue Sky,Saikoro,ELDragonPL,1,1
SAILOR OF EXTRATONE-ちゆり,さきむらりゅう VS Аутумн леавес,DyamoDash,1,1
Shin Takarajima,Sakanaction,ZitroNitro,1,1
In the soil daily life with a sardine,SakiZ,gold_wolf,1,1
osu!memories Sped Up,SakiZ,mm1678YT,1,1
After Altale,Sakuzyo,Crucru03,1,1
Altale,Sakuzyo,Crucru03,1,1
Fracture Ray,Sakuzyo,reallyawesomestuff,1,1
Imprinting,Sakuzyo,reallyawesomestuff,1,1
Kronos,Sakuzyo,Crucru03,1,1
Samba Land,SAMBA MASTER -SATOH-,WaterBottle317,1,1
Avant Raze,Sampling Master MEGA,EA_Crazed,1,1
The Megalovania Revolving,Samussic,Username_NotRequired,1,1
Donkey Kong,San Holo,Miles_Anarsk,1,1
Crossing Field (TrulsBeats Remix),SAO,Neko_Mao,1,1
It's Raw!,Sapporo Norikurari,DyamoDash,1,1
Kumano,saradisk - 220,BlueyGD,1,1
mo°lmo°l,sasakure. UK,superluigizero,1,1
Pacman Wizard,schmutz06,Username_NotRequired,1,1
that schoolgirl,Rotten Blood,HaxagonYT,1,1
Ghost House,Schtiffles,OKZitro,1,1
Lucky Coin (Short),Schtiffles,NoahIsHere,1,1
Taut Strings,Schtiffles,Robineesti11,1,1
Extra Credit on the Chromosome Test! VICTORY ROYALE​!​!​!,Schwank (feat. Lil Triangle),fogsaturate & Noobisnotbad1,1,1
Overworld Day,Scott Lloyd Shelly,OKZitro,1,1
Plantera,Scott Lloyd Shelly,Water,1,1
scream assisted speedcore ( KoJuan remix),Kobaryo ft KoJuan,Haxagon,1,1
AO-Infinity,Seiryu,Plxsma_RBLX,1,1
Critical Crystal,Seiryu,M4eu,1,1
Water Horizon,Seiryu,Plxsma_RBLX,1,1
Horrible Kids,Set It Off,KindClutch,1,1
old town road but played on my synth,Seth Everman,Meteor_Melee,1,1
The Heretic Prevails,Shadow of Intent,BasedSammy,1,1
The Prelude To Bereavement,Shadow Of Intent,BasedSammy,1,1
"Dark, Darker, Yet Darker",SharaX,WaterBottle317,1,1
Rocket Jump Waltz,SharaX,GDWither & DyamoDash,1,1
Quadraphinix 1.5x,Sharkey & Arkitech,nextro420,1,1
Paper Dolls,Shawn Daley,Iamuss76,1,1
Marble Soda,Shawn Wasabi,doofyplayer,1,1
Burnt Rice (Remix),Shawn Wasabi + YDG,WaterBottle317,1,1
"Mo Bamba ""Ro Bamba"" (Roblox da Gamer ROBLOX Parody)",Sheck Wes,doofyplayer,1,1
Gypsy Bard,Sherclop Pones,UsernameNotRequired,1,1
Pinkie's Brew,Sherclop Pones,Username_NotRequired,1,1
Distance,Shiey,Robineesti11,1,1
Polar Night,Shiey,Robineesti11,1,1
Mousou 4tune,Shinichi Yuuki,EA_Crazed,1,1
TAIKA,Shinonome I/F & blaxervant,Azurlexx,1,1
Ark,Ship Wrek & Zookeepers,Meteor_Melee,1,1
Shinsekai,Shiraishi,ZitroNitro,1,1
Opia,Shirobon,ZitroNitro,1,1
Death Moon,SHK,Username_NotRequired,1,1
East West Wobble,SHK,Username_NotRequired,1,1
Halloween Party,SHK,Meteor_Melee,1,1
Porkys Porkies,Shogo Sakai & The Pelones,UsernameNotRequired,1,1
Last Surprise,Shoji Meguro,Username_NotRequired,1,1
Your Affection,Shoji Meguro,Crucru03,1,1
Dragonspiral Tower (PokeRemixStudio Remix),Shota Kageyama,Cruwev,1,1
40 Second Terror,Siggator,iMasterzzRBLX,1,1
TOMINICOLA,Siggator,ob1cb,1,1
vdf192,Siggator,iMasterzzRBLX & ob1cb,1,1
when ur out of idea,Siggator,iMasterzzRBLX,1,1
#### Summer Beach Collab,SIGMA,DyamoDash & Crucru03 & ZitroNitro & M4eu,1,1
Cherry Bomb (Poppin'Party cover),SILENT SIREN,AddictedToping,1,1
Routine,Silent Siren,andrew2005689,1,1
Finixe,Silentroom,Azurlexx,1,1
GAMEBOY,Silentroom,OKZitro,1,1
Nhelv,Silentroom,GDWither & BasedSammy,1,1
NULCTRL,Silentroom,OKZitro,1,1
NULCTRL (Meiso Flip),Silentroom,ZitroNitro,1,1
Protoflicker,Silentroom,reallyawesomestuff,1,1
Outer Solution,Silentroom & Tanchiky,X3Corsaka,1,1
Cool Friends (Murtargh & Veschell Remix),Silva Hound,ZitroNitro,1,1
Vertex DELTA,Silvia,nextro420,1,1
Beat The Drum Hard (Kobaryo's FTN Remix),Sinister Souls,ZitroNitro,1,1
Conflict,siromaru + Cranky,reallyawesomestuff,1,1
Cinema Gem Shards Remix,Skrillex,Eipcness99,1,1
Lumia,sky delta,Crucru03,1,1
Through The Night,Slushii ft. Hatsune Miku,skippingbee,1,1
Luv U Need U,Slushii,doofyplayer,1,1
Lifelight (Camellia's Hardstyle Bootleg),Smash Bros. Ultimate,OKMasterz,1,1
WALKIN',Smash Mouth,ZitroNitro,1,1
1 + 1,SMASH THE PAINT!!,Crucru03,1,1
Candy Dash,Snails House,oooiio,1,1
Pixel Galaxy,Snails House,doofyplayer,1,1
Pastel,Snail's House x Moe Shop,Crucru03 & Azurlexx,1,1
amayadori,Snail's House,OKZitro,1,1
ra-mu-ne,Snail's House,Azurlexx,1,1
Snailchan Adventure,Snail's House,OKPalco,1,1
Heartbeat,Snoodood,Crucru03,1,1
Tenohira de Odoru,Soko ni Naru,nextro420,1,1
Sonata,Beethoven,ob1cb,1,1
Tetris Hero 98% Expert (Launchpad Cover),SoNevable,Meteor_Melee,1,1
Happppy song,SOOOO,Haxagon & BasedSammy,1,1
iiillluuuvvvUUU,SOOOO,WaterBottle317,1,1
Raven Haven,SOOOO,DyamoDash & OKZitro,1,1
Saikousoku Fall in Love,Sora Amamiya,AddictedToping,1,1
Raijin no Hidariude,Sound Horizon,Based,1,1
3rd Avenue,Sound Souler,OKZitro,1,1
Dead Soul,Sound Souler,GDWither,1,1
The Alure Of Disturbia,Sound Space,Eipcness99,1,1
Welcoming NOOB,SOUNDEVOTEE,DyamoDash,1,1
Freak It VIP,Spag Heddy,CNMCqiqi,1,1
Science Blaster (Remix),SpellingPhailer,Username_NotRequired,1,1
F.U.N,SpongeBob & Plankton,Iamuss76,1,1
Valkyrie Dimension,Spriggan,ZitroNitro,1,1
SplatoonFinalBossTheme,SquidSisters,BatBrice,1,1
GOD EATER,srPerez,FrozeniumZ & Qwarkie,1,1
99 Glooms,Sta,Naoriwa,1,1
Conway's Child,Sta,DyamoDash,1,1
The Force (Far Out Remix),Star Wars,Robineesti11,1,1
The Queen's Final Coda,Steampianist and Elbo,Crucru03,1,1
The Undertakers Daughter Instrumental,SteamPianist,M4eu,1,1
Caramelldansen (Stella Hiragana Remix),Stellabee,M4eu,1,1
In Heaven,Stellabee,KindClutch,1,1
Life Porter,Stellabee,Qwarkie,1,1
Ubiquity,Stellabee,GDWither,1,1
Polargeist,Step,Username_NotRequired,1,1
Crossfire,Stephen,Neko_Mao,1,1
Stereo Saiyan 3D,fartwad,WaterBottle317,1,1
The Government,Stonebank,AzureWolfie,1,1
me & u,succducc,HaxagonYT,1,1
Ill Fight Back,Sullivan King,Uli6636,1,1
POP TEAM EPIC (TV Size),Sumire Uesaka,DyamoDash,1,1
Sequence Start,Sungazer,Negations,1,1
Flurry Rush,Sunnexo,ZitroNitro,1,1
All-Star Rest Area,Super Smash Bros. Brawl,Username_NotRequired,1,1
Main Theme,Super Smash Bros. Brawl,Meteor_Melee,1,1
Waluigi Pinball,Super Smash Bros. Brawl,Meteor_Melee,1,1
Menu Theme (Kazoo Cover),Super Smash Bros. Melee,Meteor_Melee,1,1
Main Theme (Metal Cover by RichaadEB),Super Smash Bros. Ultimate,doofyplayer,1,1
"Superluminal Absolutely EXTRA-TONE-ordinary ""Bumpy Ride""",Camellia,HaxagonYT,1,1
Tell Me Why (T-Mass Remix),Supermode,DyamoDash,1,1
Cake Pop,Synthion,M4eu,1,1
Megalara Garuda,SYUNN,DyamoDash,1,1
spring pony,S-C-U,Username_NotRequired,1,1
POSSESSION,TAG underground,Username_NotRequired,1,1
Pae Ki (meganeko remix),Tak,Crucru03 & Robineesti11,1,1
Meguru Mono,Takuma Terashima,doofyplayer,1,1
Nameless Story,Takuma Terashima,AddictedToping,1,1
ENERGY SYNERGY MATRIX,Tanchiky,Based,1,1
Tenkai Rising (RiraN Psystyle Remix),Tanchiky,OKMasterz,1,1
Fresh!,Tanger feat. Schwank,Avibah4uu2,1,1
BATTLE NO.1,TANO*C Sound Team,gold_wolf,1,1
GLTCHLFE,Taryn Manning,skippingbee,1,1
Tool-Assisted Speedcore (TQBF Frame Advance RMX),Kobaryo,HaxagonYT,1,1
Tool-Assisted Speedcore (TQBF Remix) End Practice,Kobaryo,HaxagonYT,1,1
Tool-Assisted Speedcore (TQBF Remix) End Practice,Kobaryo,HaxagonYT,1,1
Image Material,Tatsh,GDWither & Plxsma_RBLX,1,1
RED ZONE,Tatsh & NOAKI,BatBrice,1,1
Xepher,Tatsh,BasedSammy,1,1
Xevel,Tatsh,BasedSammy,1,1
Rocket Jump Waltz (Piano Cover),Team Fortress 2,Meteor_Melee,1,1
Grievous Lady,Team Grimoire vs. Laur,WaterBottle317,1,1
croiX,Team Grimoire + amaneko,Username_NotRequired & Plxsma_RBLX,1,1
CroiX (SDVX Edit),Team Grimoire + Amenko,TotoPowah,1,1
C18H27NO3,Team Grimoire,WaterBottle317,1,1
Guilles d3 R415,Team Grimoire,nextro420,1,1
Restriction,Team Grimoire,eipcness99,1,1
I Cannot Defeat Airman,TEAM Nekokan,WaterBottle317,1,1
Acquire,Team Power,Miles_Anarsk,1,1
Akzeriyyuth,Team&Dj Grimoire,ZitroNitro,1,1
Jingle Bells,Techno Dubstep,mm1678YT,1,1
ME!ME!ME!,Teddyloid ft. Daoko,Username_NotRequired,1,1
Tell Me Why Speedcore is so Awesome,m1dlet,Waterbottle317 MetaHumanBoi,2,1
Earthquake,Teminite,BatBrice & ob1cb,1,1
Space Invaders,Teminite & MDK,Robineesti11,1,1
Unstoppable,Teminite,Duckocute,1,1
Temporary Euphoria,DJ Myosuke,EA_Crazed,1,1
Beelzeboss (OctagonCollaboration Cover),Tenacious D,Meteor_Melee,1,1
Tengu (Album Mix),m1dy,ob1cb & tbcgazar,3,1
l'oiseau qui danse,Tennyson,M4eu,1,1
Tokyo Drift Eurobeat Remix,Teriyaki Boyz,UsernameNotRequired,1,1
Terminal Missa,Laur,ob1cb,1,1
Sunday Night Blues,TERU FOX,Naoriwa,1,1
Bwa !,Thaehan,OKMasterz,1,1
Doki-Doki,Thaehan,HaxagonYT,1,1
Insert Coin,Thaehan,iMasterzzRBLX,1,1
Ohayou,Thaehan,BasedSammy,1,1
Saiyajin,Thaehan,Noobisnotbad1,1,1
The Life Ain't Perfect Song,The Amazing World of Gumball,Meteor_Melee,1,1
It's just a burning memory,The Caretaker,Noobisnotbad1,1,1
Sick Boy (ONEDUO Remix),The Chainsmokers,skippingbee,1,1
Crazy Noisy Bizzare Town,The DU,M4eu,1,1
Passage D,The Flashbulb,ZitroNitro,1,1
2004 Breakup,The Gentlemen,Noobisnotbad1,1,1
Forgotten,The Ghost of 3.13,gold_wolf,1,1
A Fool Moon Night,The Koxx,WaterBottle317,1,1
Sister Hate,The Living Tombstone ft. Mic the Microphone,Username_NotRequired,1,1
Carol of the Bells Remix,The Living Tombstone,FanaticalChance11,1,1
Good ol' Days,The Living Tombstone,Username_NotRequired,1,1
Heavys Pizza Song,The Living Tombstone,TotoPowah,1,1
I Got No Time (CG5 Remix),The Living Tombstone,Username_NotRequired,1,1
The Lost Temple (10 Years Edit),Aekhlorią,bartek608,1,1
Mou Ii Kai,THE ORAL CIGARETTES,ZitroNitro,1,1
Bad Dream Baby,The Quick Brown Fox,Noobisnotbad1,1,1
Big Money,The Quick Brown Fox,GDWither,1,1
Break (1.1x),The Quick Brown Fox,nextro420,1,1
BURNING BRAIN,The Quick Brown Fox,Plxsnya,1,1
Coward Killing Time,The Quick Brown Fox,UsernameNotRequired,1,1
CRT,The Quick Brown Fox,Water,1,1
Das Love Bop,The Quick Brown Fox,ZitroNitro,1,1
ELECTRIC HEX,The Quick Brown Fox,nextro420,1,1
Go Go Go!,The Quick Brown Fox,Username_NotRequired,1,1
Gotsta terrify,The quick brown fox,WaterBottle317,1,1
Here we go,The Quick Brown Fox,Duckocute,1,1
Im A Freaking Car,The Quick Brown Fox,OKMasterz,1,1
Knocked The #### Out,The Quick Brown Fox,Username_NotRequired,1,1
Louder!! Louder!!!! Louder!!!!!!,The Quick Brown Fox,Username_NotRequired,1,1
"MAYBE, YEA",The Quick Brown Fox,Noobisnotbad1,1,1
PACEMAKER REV_2.1,The Quick Brown Fox,Plxsma_RBLX,1,1
Play This In Audiosurf,The Quick Brown Fox,Username_NotRequired,1,1
Serious ####,The Quick Brown Fox,GDWither,1,1
Shut Down Everything,The Quick Brown Fox,Username_NotRequired & Meteor_Melee,1,1
SLEEPY EYES AGAIN ,The Quick Brown Fox,Noobisnotbad1,1,1
THANK YOU,The Quick Brown Fox,Username_NotRequired,1,1
The big black,The quick brown fox,WaterBottle317,1,1
WANDERLUST,The quick brown fox,BatBrice & Azurlexx,1,1
WANDERLUST (DM DOKURO Remix),The Quick Brown Fox,Username_NotRequired,1,1
Ascend,TheDooo,BatBrice,1,1
MAYDAY (Nightcore),TheFatRat ft. Laura Brehm,DyamoDash,1,1
We'll Meet Again,TheFatRat ft. Laura Brehm,Azurlexx,1,1
You and me,Therefore,Naoriwa,1,1
Time Traveler,KNOWER,fogsaturate,1,1
Ticking,TIN,Miles_Anarsk & 6ixxes,1,1
Eurodancer,TMM43,Username_NotRequired,1,1
Ultimate Destruction,TMM43,Username_NotRequired,1,1
Candyland,Tobu,ZitroNitro,1,1
I CAN SWING MY SWORD!,Tobuscus,Meteor_Melee,1,1
Don't Forget,Toby Fox ft. Laura Shigihara,Username_NotRequired,1,1
Amalgam 1,Toby Fox,Robineesti11,1,1
Black Metal Cover,Toby Fox,TotoPowah,1,1
Bonetrousle,Toby Fox,mm1678YT,1,1
Bonetrousle (Trailer Version),Toby Fox,Meteor_Melee,1,1
Card Castle,Toby Fox,Meteor_Melee,1,1
Chaos King,Toby Fox,Username_NotRequired,1,1
Darkness Falls,Toby Fox,Crucru03,1,1
Determination,Toby Fox,Robineesti11,1,1
Dogsong,Toby Fox,Robineesti11,1,1
Dummy!,Toby Fox,Robineesti11,1,1
Enemy Approaching,Toby Fox,Robineesti11,1,1
Finale,Toby Fox,GDWither,1,1
Gaster's Theme Uncorrupted,Toby Fox,mm1678YT,1,1
Ghost Fight,Toby Fox,Robineesti11,1,1
Heartache,Toby Fox,Robineesti11,1,1
Here We Are,Toby Fox,Robineesti11,1,1
Home,Toby Fox,Robineesti11,1,1
Megalo Strike Back,Toby Fox,X3Corsaka,1,1
Megalovania Camellia Remix,Toby Fox,WaterBottle317,1,1
Megalovania (Sim Gretina Remix),Toby Fox,oooiio,1,1
Megalovania (Smash Remix),Toby Fox,doofyplayer,1,1
Metal Crusher,Toby Fox,iMasterzzRBLX,1,1
Mysterious Place,Toby Fox,Robineesti11,1,1
Quiet Place,Toby Fox,Plxsma,1,1
Rude Buster,Toby Fox,Duckocute,1,1
Ruins,Toby Fox,Robineesti11,1,1
Snowdin Town,Toby Fox,Robineesti11,1,1
Snowy,Toby Fox,UsernameNotRequired,1,1
Spider Dance (Remix),Toby Fox,skippingbee,1,1
Tem Village,Toby Fox,Plxsma_RBLX,1,1
TemShop (Frozentual Corrupted Remix),Toby Fox,FrozeniumZ,1,1
The World Revolving,Toby Fox,doofyplayer,1,1
The World Revolving (Pelones Cover),Toby Fox,Meteor_Melee,1,1
Uwa!! So Temperate,Toby Fox,Robineesti11,1,1
Vs. Lancer,Toby Fox,Meteor_Melee,1,1
Yankee Dance,Toby Fox,OKMasterz,1,1
STAKEHOLDER Zekks Breakkore Edit,tofubeats,BasedSammy,1,1
Klarissa,tohi,OKZitro & DyamoDash,1,1
Deathno Friends,tokachi,EA_Crazed,1,1
-ERROR,Tokoyami Towa,DyamoDash,1,1
GET UP,Tokyo Machine x Guy Arthur,Username_NotRequired,1,1
Blast,Tokyo Machine,doofyplayer,1,1
Bubbles,Tokyo Machine,doofyplayer,1,1
Cookies,Tokyo Machine,doofyplayer,1,1
Crazy,Tokyo Machine,doofyplayer,1,1
CRAZY (YUKIYANAGI UK Hardcore Edit),Tokyo Machine,OKZitro,1,1
Epic,Tokyo Machine,Neko_Mao,1,1
Fight,Tokyo Machine,doofyplayer,1,1
Fly,Tokyo Machine,doofyplayer,1,1
Hype,Tokyo Machine,Neko_Mao,1,1
OKAY,Tokyo Machine,Neko_Mao,1,1
Pixel,Tokyo Machine,Neko_Mao,1,1
Spooky,Tokyo Machine,doofyplayer,1,1
Animalove,TOMA,Suyolite,1,1
Crisis City (SoInhumane Cover),Tomoya Ohtani,Avibah4uu2,1,1
Pumped Up Kicks,Tongo,Username_NotRequired,1,1
Heat Wave,Tony Romera,reallyawesomestuff,1,1
Enigma,Toromaru,OKZitro,1,1
Enigma II,Toromaru,ZitroNitro,1,1
Satori de pon!,Toromi,ZitroNitro,1,1
Africa flute cover,Toto,TotoPowah,1,1
The End,Touhou Eurobeat,Miles_Anarsk,1,1
Discussion Music,Town Of Salem,M4eu,1,1
Night Music,Town of Salem,OKPalco,1,1
Sicko Mode (Crankdat Remix),Travis Scott,skippingbee,1,1
Her name is ビンLady,Tree Palm,ZitroNitro,1,1
Plastic Girls,Tree Palm,OKZitro,1,1
Neverland,Trifect,ZitroNitro,1,1
Seven doors,Trinity Seven,andrew2005689,1,1
SHOTGUN JUGGLE,Truxton,Username_NotRequired,1,1
Find the Pieces,TryHardNinja & Captainsparklez,FrozeniumZ,1,1
Dragonhearted,TryHardNinja,UsernameNotRequired,1,1
PIZZATIME,Tsubusare BOZZ,M4eu,1,1
Munchy Monk Circus,Tsunku,BasedSammy,1,1
Rockefeller Street (Eurobeat Remix),Turbo,gold_wolf,1,1
Thanos Buster,Tuskoub,OKPalco & OKZitro & Meteor_Melee & Naoriwa,1,1
Anoyo-iki no Basu ni Notte Saraba,TUYU,Haxagon,1,1
Anoyo-iki no Basu ni Notte Saraba (a? Edit),TUYU,ZitroNitro,1,1
Kako ni torawarete iru,TUYU,ZitroNitro,1,1
Rūzāgāru,TUYU,ZitroNitro,1,1
Shūten no saki ga aru to surunaraba.,TUYU,ZitroNitro,1,1
Yappari Ame wa Furunda ne,TUYU,OKZitro,1,1
Heathens (Remix),Twenty One Pilots,Username_NotRequired,1,1
Triumph & Regret,typeMARS,BlueyGD,1,1
Verflucht,Tyrfing,BasedSammy,1,1
IZANA,t+pazolite vs. P*Light,ZitroNitro & Azurlexx,1,1
angelic jelly,T+Pazolite,GDWither,1,1
BIG HEAD BANGING,t+pazolite,DyamoDash,1,1
Boogie Woogie Splatter Show,t+pazolite,OKZitro,1,1
Boogie Woogie Splatter Show (Dj Myosuke Remix),t+pazolite,nextro420,1,1
BPM=RT,t+pazolite,DyamoDash,1,1
"Boku no Yume, Mecha #### Mugen Waki (Nanahira cover)",t+pazolite & Camellia,OKPalco & Naoriwa & OKZitro,1,1
CENSORED!!,t+pazolite,doofyplayer,1,1
Chartreuse Green,t+pazolite,ZitroNitro,1,1
Cheatreal,T+Pazolite,Plxsma_RBLX,1,1
Countdown 321 (2020 remake),t+pazolite,DyamoDash,1,1
Dogbite,t+pazolite,Crucru03 & EA_Crazed,1,1
Electric Butterfly,t+pazolite,OKPalco,1,1
Electric Sister,T+Pazolite,WaterBottle317,1,1
Garakuta Doll Play,T+Pazolite,WaterBottle317,1,1
Twisted Drop Party,t+pazolite & Getty,OKZitro & Azurlexx,1,1
Guchagucha Coke Screw,t+pazolite,Water,1,1
HallucinationXXX,t+pazolite,ob1cb,1,1
Hanavision,t+pazolite,DyamoDash,1,1
Headbang Bach,t+pazolite,DyamoDash,1,1
KABOOOOOM!!!!,t+pazolite,Username_NotRequired,1,1
with U,t+pazolite & Massive New Krew ft. Lily (CV: Aoki Shiki),DyamoDash,1,1
Muzik Overload,t+pazolite,Plxsnya,1,1
NEKOCHANG,t+pazolite,Crucru03,1,1
Ofcourse I neeD and neEd and Need and Need and NEED YOU.,t+pazolite,TotoPowah & DyamoDash,1,1
OMAKENO STROKE,t+pazolite,WaterBottle317,1,1
Oshama Scramble!,t+pazolite,doofyplayer,1,1
Overcome Me!!!!!!!,t+pazolite,ZitroNitro,1,1
Psyched Fevereiro,t+pazolite,ZitroNitro,1,1
Qzkago Requiem,t+pazolite,WaterBottle317,1,1
QZKago Requiem (Uncut Edition),t+pazolite,DyamoDash,1,1
Renegade Fruits,t+pazolite,Water,1,1
Squeaky Mind,t+pazolite,superluigizero,1,1
Suddenly Comes,t+pazolite,OKZitro,1,1
Tempestissimo,t+pazolite,BasedNA & EA_Crazed,1,1
Third Time UNLucky,t+pazolite,Avibah4uu2 & AshFromKaaba,1,1
You Are The Miserable,t+pazolite,WaterBottle317,1,1
YURUSHITE,t+pazolite,ZitroNitro,1,1
Hardcore Syndrome,t+pazolite (HARDCORE TANO*C) ft. TANO*C ALL STARS,DyamoDash,1,1
Lesson by DJ,U.T.D. & Friends,WaterBottle317,1,1
Mario Paint (Time Regression Mix for BMS) [D-ANOTHER],ueotan,WaterBottle317,1,1
FIRST:DREAMS,uma vs. Morimori Atsushi,nextro420,1,1
GLORY:ROAD,uma vs. Morimori Atsushi,nextro420,1,1
