title,artist,mappers,difficulties_amount,version
G4M3 0V3R,Kobaryo,EA_Crazed,1,1
Galaxy Friends,Kobaryo,WaterBottle317 & HaxagonYT,1,1
Glitched Character,Kobaryo,DyamoDash,1,1
HAPPY NEW BPM 2020,Kobaryo,EA_Crazed,1,1
HUG AND KILL,Kobaryo,Azurlexx & Suyolite,1,1
"IF YOU'RE 666,THEN I'M 667",Kobaryo,EA_Crazed,1,1
Invisible Frenzy,Kobaryo,GDWither,1,1
"Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix)",Kobaryo,DyamoDash,1,1
IPLAYTABLETENNIS,Kobaryo,EA_Crazed,1,1
Kick To The Sky,Kobaryo,EA_Crazed,1,1
Kick to the Sky (Lyfer 2020 Remix/Edit),Kobaryo,DyamoDash,1,1
Lotus Quest,Kobaryo,WaterBottle317,1,1
Marble Dove,Kobaryo,gold_wolf,1,1
My Music Playlist,Kobaryo,EA_Crazed,1,1
M-e,Kobaryo,David20122 & PatrickkikALT,1,1
Necromancer,Kobaryo,LevitatingCactus,1,1
Necrophagiatoast,Kobaryo,WaterBottle317,1,1
New Game Plus,Kobaryo,Plxsnya,1,1
New Game Plus (Love Plus rmx),Kobaryo,DyamoDash,1,1
Night of core,Kobaryo,Naoriwa & julienlemab,1,1
K+Nock Out,Kobaryo & Nizikawa,OKZitro & Azurlexx,1,1
Parallel Terminal,Kobaryo,Azurlexx,1,1
Paranoid Mirage,Kobaryo,DyamoDash,1,1
Perfect Neglect,Kobaryo,EA_Crazed,1,1
Pure Evil,Kobaryo,WaterBottle317,1,1
Rain in the pain,Kobaryo,EA_Crazed,1,1
Rainbow Freeze,Kobaryo,Noobisnotbad1,1,1
Recollection,Kobaryo,nextro420,1,1
Royal Judgement,Kobaryo,IAteADoorKnob,1,1
SEITEN NO TERIYAKI,Kobaryo,Azurlexx,1,1
SEITEN NO TERIYAKI NO DENSETSU,Kobaryo,gold_wolf,1,1
Speedcore Psytama,Kobaryo,DyamoDash,1,1
Sugary Meteor,Kobaryo,gold_wolf,1,1
The Lightning Sword,Kobaryo,EA_Crazed,1,1
Theme for Psychopath Justice,Kobaryo,WaterBottle317,1,1
Tool-Assisted Speedcore,Kobaryo,DyamoDash,1,1
Tool-Assisted Speedcore (TQBF Frame Advance RMX),Kobaryo,HaxagonYT,1,1
Transceiver FX,Kobaryo,EA_Crazed,1,1
True Hero,Kobaryo,KindClutch,1,1
VANDALIZED AI,Kobaryo,BasedSammy & Plxsnya,1,1
Vicious Heroism,Kobaryo,nextro420,1,1
Villain Virus (feat. Camellia),Kobaryo,EA_Crazed,1,1
Villain Virus (ft. Camellia),Kobaryo,BasedSammy,1,1
Glitter Glitch,Kobaryo & You,DyamoDash,1,1
Zero-Risk Syndrome,Kobaryo,DyamoDash,1,1
†DOOF†SENC†,Kobaryo,ob1cb,1,1
Guess Who Is Back (TV Size) (Sped Up),Koda Kumi,mm1678YT,1,1
Athletic Theme (PAL Version),Koji Kondo,UsernameNotRequired,1,1
Staff Roll (SM64) (Remix),Koji Kondo,Username_NotRequired,1,1
Super Mario Bros. Super Show Theme Song,Koji Kondo,Username_NotRequired,1,1
broken legs,Kola Kid,OKMasterz,1,1
the Earth is counting on you,Kola Kid,OKMasterz,1,1
timer,Kola Kid,OKMasterz,1,1
(Can You) Understand Me?,Komiya Mao,WaterBottle317,1,1
Slider,Kondo Koji,Plxsma_RBLX,1,1
There is a Reason,Konomi Suzuki,Azurlexx,1,1
Lost (Remix),Kontinuum ft. Savoi,doofyplayer,1,1
Korone's Most Evil Natural Disaster ☆ Wonderful ❤ World,Korone/Hololive,AshFromKaaba,1,1
Butterfly,kors k ft. Starbitz,DyamoDash,1,1
The Rolling,kors k vs Camellia,BasedSammy & gold_wolf,1,1
Insane Techniques,kors k,Plxsma_RBLX,1,1
Playing with Fire,kors k,BasedSammy,1,1
smooooch,kors k,BasedSammy,1,1
The Wind of Gold,kors k,Username_NotRequired,1,1
Nanamori (Youth Remix),Kotori,GDWither,1,1
Be There,Krewella,Iamuss76,1,1
Come And Get It,Krewella,skippingbee,1,1
New World (ft. Taylor Benett),Krewella & Yellow Claw,skippingbee,1,1
Die House (Remix),Kristofer Maddigan,Username_NotRequired,1,1
The World Of User,KStyle Project,DyamoDash,1,1
My Love (PPK Remix),Kuba Oms,Username_NotRequired,1,1
PURE PARE-DO,Kugimiya Rie,OKM4eu,1,1
Beloved Tomboyish Girl,Kurenainagi Tabibito,Plxsma_RBLX,1,1
alicemourn,Kurokotei,Crucru03,1,1
Chronostasis,Kurokotei,DyamoDash,1,1
Devil's Palm,Kurokotei,WaterBottle317,1,1
Dystopian Warriors,Kurokotei,nextro420,1,1
Fracture Temporelle,Kurokotei,Crucru03,1,1
Galaxy Collapse,Kurokotei,WaterBottle317,1,1
Galaxy Collapse (Adictiv.:PieN 2020 Remix),Kurokotei,Cruwev & Qwarkie,1,1
Galaxy Collapse (Full),Kurokotei,TotoPowah,1,1
K.K. HAS HAD ENOUGH,Kurokotei,Crucru03,1,1
Lotus Life,Kurokotei,Crucru03,1,1
Scattered Faith,Kurokotei,TotoPowah & Plxsma,1,1
Valkyrie Attack,Kurokotei,ob1cb,1,1
Wdf,Kurokotei,UsernameNotRequired,1,1
Ryuu to Shoujo to Decoherence,Kuroneko Dungeon,BasedNA,1,1
STRANGE,kyou1110,nextro420,1,1
Nova Teknologi,Kyutatsuki,ZitroNitro,1,1
Stalemate,KzX,Username_NotRequired,1,1
Scatman (Extreme SplitterRMX),K-Style Project,OKZitro,1,1
DIAVOLO,L.E.D. & wac,Username_NotRequired,1,1
Dragonfruit Salad,Lacheque,ZitroNitro,1,1
Debug Dance,lapix,OKZitro,1,1
Nexta,Lapix,TotoPowah,1,1
Nothing but Theory,Lapix,BasedSammy,1,1
Laser on Her Forehead,Diabarha,EA_Crazed,1,1
Copyrighted Artists Theme,Laughability,M4eu,1,1
Xronial Xero (Laur Remix),Camellia,Juliendafox,1,1
A Lasting Promise,Laur,Noobisnotbad1,1,1
Absolute Domination,Laur,WaterBottle317,1,1
ATAMA WARUI,Laur,DyamoDash,1,1
cry of viyella,Laur,Crucru03,1,1
Dangerous Slot,Laur,fogsaturate & ob1cb,1,1
Devil's Machinegun,Laur,DyamoDash,1,1
Exitium,Laur,DyamoDash,1,1
KILL KILL KILL KILL KILL,Laur,DyamoDash,1,1
Mutation,Laur,DyamoDash,1,1
Party People,Laur,Crucru03,1,1
Passion Concert,Laur,DyamoDash,1,1
PRAGMATISM,Laur,WaterBottle317,1,1
Quaerite Veritatis,Laur,FrozeniumZ & ZitroNitro,1,1
Sound Chimera,Laur,OKMasterz,1,1
Terminal Missa,Laur,ob1cb,1,1
Ultima Weapon,Laur,Plxsnya,1,1
Verzweiflung,Laur,julienlemab,1,1
Vindication,Laur,Crucru03,1,1
Grasswalk (NoteBlock Remix),Laura Shigihara,Username_NotRequired,1,1
Graze the Roof,Laura Shigihara,doofyplayer,1,1
Aleph-0,LeaF,AzureWolfie,1,1
Aleph-0 (short),Leaf,EA_Crazed,1,1
Alice In Misanthrope -Ensei Alice-,LeaF,DyamoDash,1,1
Armageddon,LeaF,DyamoDash & Plxsma,1,1
ATHAZA,LeaF,Azurlexx,1,1
Calamity Fortune,LeaF,Azurlexx,1,1
Calamity Fortune (Full),LeaF,DyamoDash,1,1
Doppelganger,LeaF,andrew2005689,1,1
I,LeaF,julienlemab & GDWither,1,1
iKill,LeaF,DyamoDash,1,1
ka,LeaF,ZitroNitro,1,1
MARENOL,LeaF,DyamoDash,1,1
MEPHISTO,LeaF,DyamoDash,1,1
Mope Mope,LeaF,ob1cb,1,1
Paraclete,LeaF,nextro420,1,1
Resurrection Spell,LeaF,DyamoDash & EA_Crazed,1,1
Wizdomiot,LeaF,WaterBottle317,1,1
Wizdomiot (Extended ver.),LeaF,Azurlexx,1,1
Dreams Of An Absolution (Theme of Silver),Lee Brotherton,Duckocute,1,1
The Ultimate Showdown of Ultimate Destiny,Lemon Demon,Username_NotRequired,1,1
U.N. Owen Was Her Metal (Remix),Len,EA_Crazed,1,1
Paradigm,Leslie Wai,OKZitro,1,1
Theme from Vice City,Lex Horton,Username_NotRequired,1,1
Crystal Corruption,Lia;quo,Iamuss76,1,1
Hank's Back,Lil Hank,Based,1,1
Chronomia,Lime,gold_wolf & GDWither,1,1
Smiling,Lime,gold_wolf,1,1
Can you hear me?,linear ring,ZitroNitro & Azurlexx,1,1
enchanted love,linear ring,Azurlexx,1,1
Crystal,Liquid Cinema,mm1678YT,1,1
Juggler's Madness,Lite Show Magic,gold_wolf,1,1
Make Magic,Lite Show Magic,GDWither,1,1
WOWMG,Lite Show Magic,DyamoDash,1,1
mega-yosh-vania,LiterallyNoOne,UsernameNotRequired,1,1
Rush-More,litmus*,Username_NotRequired,1,1
Livingdead,DJ Myosuke,"DyamoDash,Waterbottle317",2,1
Who Killed U.N.Owen,Liz Triangle,DyamoDash,1,1
Sophisticated lady,Ljudit Andersson,Noobisnotbad1,1,1
Party Rock (VAIR Cover),LM*AO,doofyplayer,1,1
Lockout,Lockyn,Crucru03,1,1
Volt,Lockyn,ZitroNitro,1,1
I Am Sinistar,Loffciamcore,nextro420,1,1
I will freak you up kid,Loffciamcore,AshFromKaaba,1,1
Miota Nim Jak Szatan,Loffciamcore,ZitroNitro,1,1
Lotus Quest,Kobaryo,WaterBottle317,1,1
Don't Stop the Music,Lou Grant,Username_NotRequired,1,1
Vanity Clock,love solfege,BasedNA,1,1
Shiron  Ko fu morimori Atsushi to Teiky de Ookuri Shimasu,Lucky Clover,KindClutch,1,1
Despacito Frozentual Chiptune Cover,Luis Fonsi ft. Daddy Yankee,AshFromKaaba,1,1
Despacito (Camellia Remix),Luis Fonsi,Username_NotRequired,1,1
Dement ~After Legend~,LunaticSounds,reallyawesomestuff,1,1
Kami no Kotoba,Luschka,Haxagon,1,1
We Luv Lama (Easy Version),DJ Sharpnel,Foxes_2,1,1
catch me,luvnyte,WaterBottle317,1,1
Angel Dust,LV.4,gold_wolf,1,1
Os Dragon Iro Shinfonii,Lzie,KindClutch,1,1
Rêve Lucide,LÜNE,ZitroNitro,1,1
Rage Your Dream,m.o.v.e,Username_NotRequired,1,1
Tell Me Why Speedcore Is So Awesome,m1dlet,WaterBottle317,1,1
Hotel Hellfornia,m1dy ft. OZIGIRI,EA_Crazed,1,1
959BPM,m1dy,AshFromKaaba & Noobisnotbad1,1,1
Cold Pizza,m1dy,WaterBottle317,1,1
m1dy festival,m1dy,AshFromKaaba,1,1
Felis,M2U,superluigizero,1,1
The Queen,M2U,skippingbee,1,1
Fantastic Dreamer,Machico,M4eu,1,1
Cucumba Song,Macka B,Meteor_Melee,1,1
Chipparoony,MADHouseDude,Azurlexx,1,1
Pensamento Típico De Esquerda Caviar,Maffalda,OKZitro,1,1
Gusty Garden Galaxy (Remix),Mahito Y. & Koji K.,Username_NotRequired,1,1
Buoy Base Galaxy (VGR Remix),Mahito Yokota,Username_NotRequired,1,1
Pingu Theme Trap Remix,MajorLeagueWobs,EA_Crazed,1,1
Among Us Theme (Eurobeat Remix),maki ligon,ZitroNitro,1,1
Baka Mitai (Super Mario 64 Cover),maki ligon,Username_NotRequired,1,1
Touhou vs. Fortnite Dance Compilation,Maki Ligon & Karamitasu,DyamoDash,1,1
Beam,Mako,BatBrice,1,1
Tanuki's Adventure (Pekora BGM),MAKOOTO,M4eu,1,1
Ghosts,Malik Bash,Iamuss76,1,1
Hishoku no Sora,Mami Kawada,BasedSammy,1,1
Tenshi,Manabu Namiki,GDWither & Plxsma_RBLX,1,1
Galactic Symphony,Mandragora,ob1cb,1,1
MELANCHOLY passing into MANIA,The Quick Brown Fox & Klippa,DyamoDash,1,1
Gas Gas Gas,Manuel,Meteor_Melee,1,1
"Let's Go, Come On",Manuel,Username_NotRequired,1,1
No Control,Manuel,UsernameNotRequired,1,1
Stasis,Maozon,superluigizero,1,1
Mate Um Bonito Hoje Mesmo! (sped up ver.),Marcioz,ZitroNitro,1,1
Start Your Engines,Mario Kart DS,X3Corsaka & Username_NotRequired,1,1
Coconut Mall,Mario Kart Wii,iMasterzzRBLX,1,1
Staff Credits 2,Mario Kart Wii,Username_NotRequired,1,1
Plastic Love (Cover),Mariya Takeuchi,Username_NotRequired,1,1
Scatman (Ryu Remix),MARK OH,Username_NotRequired,1,1
Speedy Speed Boy,Marko Polo,Username_NotRequired,1,1
Alone (Squalzz Remix),Marshmello,doofyplayer,1,1
Keep It Mello,Marshmello,skippingbee,1,1
Sell Out,Marshmello & SVDDEN DEATH,trippleAAA3three,1,1
Oops,Martin Garrix,skippingbee,1,1
Rawest Forest,Martin Hagwell,Username_NotRequired,1,1
Banjo-Kazooie,Masafumi Takada - Main Theme,Plxsma_RBLX,1,1
Bad Apple!!,Masayoshi Minoshima ft. nomico,mm1678YT,1,1
Bad Apple!! (Remix),Masayoshi Minoshima ft. nomico,ob1cb & nextro420,1,1
Gate of Atlantis,MasKaleido,ZitroNitro,1,1
DOOM,MASTER BOOT RECORD,nextro420,1,1
Dreadnought,Mastermind (xi + nora2r),reallyawesomestuff,1,1
Friends 'n' Fear,MasterSword,Meteor_Melee,1,1
Scary Swings,MasterSword,Meteor_Melee,1,1
Confinement,Matatabi Sound System,andrew2005689 & DyamoDash,1,1
Running in the 90s,Max Coveri,Meteor_Melee,1,1
Running in the 90s (STEINKRAFT Remix),Max Coveri,Username_NotRequired,1,1
"What's up, people?!",MAXIMUM THE HORMONE,OKPalco,1,1
graphite/diamond,may'n,OKZitro,1,1
A Fool MC MENTAL Night,The Koxx,Foxes_2,1,1
At His Best,MC MENTAL,ob1cb,1,1
Fingerdash,MDK,doofyplayer,1,1
Press Start,MDK,doofyplayer,1,1
Computer Blues,meganeko,Robineesti11,1,1
Delete [Bossfight Remix],meganeko,Robineesti11,1,1
Empyrean,meganeko,ZitroNitro,1,1
Feral (osu! edit),meganeko,Robineesti11 & Suyolite,1,1
Milkshake,meganeko,ZitroNitro,1,1
nano love,meganeko,Azurlexx,1,1
Ninox,meganeko,OKZitro,1,1
The Cyber Grind,meganeko,Azurlexx & OKZitro,1,1
Emphatic Outcry,MegaSphere,OKZitro,1,1
Shining Sprinter,megawolf77,Plxsnya,1,1
Acid Burst,Memme,Plxsma_RBLX,1,1
Chinese Restrauant,Memme,reallyawesomestuff,1,1
Hellfire,Memme,reallyawesomestuff,1,1
Emotionally Making Love Beneath the Mask Everyday,Mere,Username_NotRequired,1,1
Phantasm,Meteor Melee,Meteor_Melee,1,1
Speedcore Beat,Meteor Melee,Meteor_Melee,1,1
At Doom's Gate,Mick Gordon,DyamoDash,1,1
Watashi Shuyaku no Akari Desu,Mikami Shiori,M4eu,1,1
Soldier of Dance (8-bit),Mike Morasky,Username_NotRequired,1,1
From a Place of Love,Mili,Suyolite,1,1
Ga1ahad and Scientific Witchery,Mili,DyamoDash,1,1
Summoning 101,Mili,superluigizero,1,1
sustain++;,Mili,DyamoDash,1,1
Utopiosphere Platonism,Mili,BasedSammy,1,1
world.execute(me);,Mili,DyamoDash,1,1
Mizuoto to Curtain,MIMI ft. Hatsune Miku,FrozeniumZ,1,1
Kawaki wo Ameku,Minami,M4eu,1,1
Kawaki wo Ameku (Full),Minami,EA_Crazed,1,1
Step,Mio Honda,OKM4eu,1,1
Gucci Gucci Literature Club's Not Hot (ft. Monika),Miraie,Meteor_Melee,1,1
Staring At Star,MisoilePunch ~Takaneko Soe~,gold_wolf,1,1
VVelcome!!,MisoilePunch♪,Azurlexx,1,1
Amnehilesie,MisomyL,Crucru03,1,1
Dizzy,MISSIO,eipcness99,1,1
Vitality,Mittsies,OKZitro,1,1
Vitality (t+pazolite remix),Mittsies,OKZitro & Crucru03,1,1
symc,MizkoKT,DyamoDash,1,1
Lucifers Domain,mm1678YT,mm1678YT,1,1
Moestep,Moe Shop,OKZitro,1,1
NOTICE ft. TORIENA,Moe Shop,AshFromKaaba,1,1
High-Speed Music Man,monoqlom,DyamoDash,1,1
Maystorm,monoqlom,ZitroNitro,1,1
Mope Mope,LeaF,Waterbottle317,1,1
Diamonds,Mord Fustang,Meteor_Melee,1,1
Excuse My Rudeness But Could You Please RIP,Mori Calliope,M4eu & DyamoDash,1,1
Alter Ego,Morimori Atsushi,gold_wolf,1,1
Milk,Morimori Atsushi,doofyplayer,1,1
Party Vinyl,Morimori Atsushi,eipcness99,1,1
Paradigm Shift,Morimori Atushi,TotoPowah & GDWither & BasedSammy,1,1
ChipTon,Morphox,FrozeniumZ,1,1
Nightune,Morphox,FrozeniumZ,1,1
Noisy Blue,Morrrrrro,ob1cb,1,1
Violent,Mossuto,Crucru03,1,1
Haunted Dance,Mr. Asyu,OKPalco,1,1
stick around,Mr. Wobble & Marcus Veltri,Iamuss76,1,1
Rockin' That Bass,MrKoolTrix,ZitroNitro,1,1
Heaven and Hell,Mutsuhiko Izumi,Meteor_Melee & Username_NotRequired,1,1
Snow Goose,Mutsuhiko Izumi,Meteor_Melee,1,1
Kill Me No Baby!!,Mutsumi Tamura & Chinatsu Akasaki,OKM4eu,1,1
An Invader In My Own Way (Remix),"N.O., M.I.",Username_NotRequired,1,1
VIRUS,N3ÜRO,Eipcness99,1,1
Rhythm Thief but its cursed,nahaki,M4eu,1,1
Bittersweet ft. Kuishinboakachan a.k.a Kiato,Nakanojojo,Duckocute,1,1
Milk crown on sonnetica,Nameless,WaterBottle317,1,1
Koi no Hime Hime Pattanko,namirin,WaterBottle317,1,1
Animal Land,Nanahira,M4eu,1,1
Frightfully Insane Flan-Chans Frightful Song,Nanahira,ZitroNitro & mm1678YT,1,1
Shakunetsu? Candle Master? Tomosy,Nanahira,ZitroNitro,1,1
Viva Happy,Nanahira,Azurlexx,1,1
Discommunication Alien Usada Pekora Cover,Nanawo Akari,AshFromKaaba,1,1
DRAGONLADY,Nankumo,Username_NotRequired,1,1
Pineapple Spaceship,nanobii,gold_wolf,1,1
You Are My World,nanobii,gold_wolf,1,1
Les Parfums de L'Amour,naotyu- ft. miyu,reallyawesomestuff,1,1
Artificial Intelligence Bomb,Naruto,Username_NotRequired,1,1
The Raising Fighting Spirit,Naruto,Lucky_Rite,1,1
Heartbeat,Nathalie,Username_NotRequired,1,1
Suwako's Theme (Xenogen cover),Native Faith,ZitroNitro & Robineesti11,1,1
Hanairo Biyori,Natsume Chiaki,andrew2005689,1,1
Alien Alien (Nhato Remix),NayutalieN,ZitroNitro,1,1
Supernatural My Mine,Nayuttan Alien,Naoriwa,1,1
Life,Neffex,skippingbee,1,1
D.A.A.N.A.C.C.E.,NegaRen,Noobisnotbad1,1,1
NBD,NegaRen,DyamoDash,1,1
Aureole,Nekodex,mm1678YT,1,1
Circles!,Nekodex,WaterBottle317,1,1
Funny Shuffle,Nekomata Master,Plxsma_RBLX,1,1
POINT ZERO,Nekomata Master+,BasedNA,1,1
Planet Loop,Nekomata Okayu,DyamoDash,1,1
CODENAME GAMMA,NeLiME,TotoPowah,1,1
Leviathan,NeLIME,Azurlexx,1,1
hi,nelward,ZitroNitro,1,1
Modern Terror,Never Modern Talk,OKMasterz,1,1
New Game Plus,Kobaryo,Plxsnya,1,1
Corrosion,NH22,nextro420,1,1
Hell's Sun,Nhato,DyamoDash,1,1
Put Your Phone Down (Kobaryo's FTN Remix),nhato,ZitroNitro & EA_Crazed,1,1
Mission Impossible,Nick Mansell,OKZitro,1,1
Fear me,NIGHTkilla,WaterBottle317,1,1
Fracture,NIGHTkilla,RakhaIsNoob,1,1
Untitled Beat,NightKilla,Azurlexx,1,1
the WORLD ~TV Size~,NIGHTMARE,WaterBottle317,1,1
Bullet Waiting for Me (Remix),Nikki Simmons,doofyplayer,1,1
Made Of Fire,Niko,Plxsma_RBLX,1,1
Night of Fire (Christmas Mix),Niko,Username_NotRequired,1,1
Cheat Codes,Nitro Fun,AzureWolfie,1,1
Final Boss,Nitro Fun,TotoPowah,1,1
Checkpoint,Nitro Fun & Hyper Potions,Username_NotRequired & doofyplayer,1,1
New Game,Nitro Fun,WaterBottle317,1,1
Memes,NIVIRO,Azurlexx,1,1
Cynical Mazoku,nkz,OKZitro & DyamoDash,1,1
Monsters,NOA,DyamoDash,1,1
Celestial Stinger,Noah,GDWither,1,1
Deadly force,Noah,Azurlexx,1,1
Worlds end,Noah,Azurlexx,1,1
Breakout ft. Foreign Beggars,Noisestorm,Uli6636,1,1
Crab Rave,Noisestorm,Username_NotRequired,1,1
Groundhog Beat Juggle,Noisia,X3Corsaka,1,1
Mushroom Gorge,Nokae,iMasterzzRBLX,1,1
Pepsi Clover,NOMA x Hanasaka Yui,HaxagonYT & Plxsma_RBLX,1,1
SECRET;WEAPON,NOMA & Apo11o program ft. Yukacco,Azurlexx,1,1
Brain Power,NOMA,doofyplayer,1,1
GANGNAM POWER,NOMA,GDWither,1,1
PEPSI MAN,NOMA,Plxsma_RBLX,1,1
Strength,NOMA,UsernameNotRequired,1,1
B. B. K. K. B. K. K.,nora2r,DyamoDash,1,1
Kyouran Hey Kids,Noragami Aragoto OP,M4eu,1,1
Pursuit ~ Wanting to Find the Truth,Noriyuki Iwadare,Username_NotRequired,1,1
Gotta Go Fast,Norman J. Grossfeld,Username_NotRequired,1,1
northern_limit,Kobaryo,DyamoDash,1,1
No Running!!!,Coakira,DyamoDash,1,1
Inking Mistake,NyxTheShield,GDWither,1,1
Capitalism Cannon,O2i3,Plxsma_RBLX,1,1
Heart Function,O2i3,OKMasterz,1,1
Ooi [Game Edit],O2i3,OKMasterz,1,1
TSLove,O2i3,doofyplayer,1,1
The Deepest Ocean,Aekhloria,Waterbottle317 AshFromKaaba,2,1
The Deepest Ocean,Aekhloria,Waterbottle317 AshFromKaaba,2,1
Valiant Hero,Ockeroid,Username_NotRequired,1,1
The Glorious Octagon of Destiny,OctagonCollaboration,Meteor_Melee & OKPalco & gold_wolf & Username_NotRequired & BatBrice & TotoPowah & Iamuss76 & ZitroNitro & DyamoDash & M4eu & mm1678yt & Crucru03 & Duckocute,1,1
Glittering Shores,Ocular Nebula,ZitroNitro,1,1
Stay Inside Me,Ocular Nebula,Iamuss76,1,1
Bonetrousle Euro NYEH Mix,Odyssey Eurobeat ft. Toby Fox,UsernameNotRequired,1,1
Make Your Mind,Odyssey Eurobeat,UsernameNotRequired,1,1
On The Moon,Odyssey Eurobeat,Username_NotRequired,1,1
ONIGIRI FREEWAY,OISHII,HaxagonYT,1,1
UP UP MT. CAKE,OISHII,M4eu,1,1
Dance Korone Dance!,Omiyaクラブ,ZitroNitro,1,1
KORO DISCO!,Omiyaクラブ,OKZitro & DyamoDash,1,1
Koro Funk!,Omiyaクラブ,DyamoDash & ZitroNitro,1,1
KoroKoro Step,Omiyaクラブ,OKZitro,1,1
KORO-KO-LOID,Omiyaクラブ,OKZitro,1,1
TETAHO,Omiyaクラブ,DyamoDash & ZitroNitro,1,1
Watame's Lullaby (Electro Pop arrange),Omiyaクラブ,DyamoDash,1,1
Teo,Omoi,mm1678YT,1,1
stickbug,Onett,Username_NotRequired,1,1
K8107,Onoken,DyamoDash,1,1
Alive,Ooli & Buck-P,Username_NotRequired,1,1
JUSTadICE,Oomori Seiko,mm1678YT,1,1
Do My Best,Oozora Subaru,M4eu,1,1
Лотерея Русского Музея,Opa!,Robineesti11,1,1
Oh?Oh?,Oppipurubo,DyamoDash,1,1
Doki Doki Forever,OR3O,CNMCqiqi,1,1
[bongo cat and friends] meow,OR3O,EA_Crazed,1,1
Our Generation (Underscore's Doomsday Remix),Imil & Sunhiausa,ob1cb,1,1
Acquaintance,Outsider,gold_wolf,1,1
Teriqma,owl*tree,Azurlexx,1,1
New year incontinence,OZIGIRI,EA_Crazed,1,1
THE END OF OZIGIRI,Ozigiri,Crucru03,1,1
Minecraft Building Sounds,Pacckker,UberGoobyIsLife,1,1
LEMON SUMMER,Paitan,Username_NotRequired & Meteor_Melee,1,1
Shuriken,Panda Eyes x Fyer,GDWither,1,1
Colorblind,Panda Eyes,mm1678YT,1,1
Highscore,Panda Eyes & Teminite,mm1678YT,1,1
Wake up,Panda Eyes,ob1cb,1,1
High Hopes (Two Friends Remix),Panic! At the Disco,Username_NotRequired,1,1
Chaoz Impact,ParagonX9,Username_NotRequired,1,1
HyperioxX,ParagonX9,Azurlexx,1,1
Backyard Hodge Podge,Parry Gripp,Username_NotRequired,1,1
Raining Tacos,Parry Gripp & BooneBum,reallyawesomestuff,1,1
Space Unicorn,Parry Gripp,Username_NotRequired,1,1
The Guinea Pig Is In Your Mind,Parry Gripp,Noobisnotbad1,1,1
There's A Cat Licking Your Birthday Cake,Parry Gripp,Username_NotRequired,1,1
sd_bbb,Patricia Taxxon,OKZitro,1,1
Savage,Paul Flint,skippingbee,1,1
Can He Fix It?,Paul K. Joyce ft. Neil Morrissey,Plxsma,1,1
Propulsion,Paul Whitehead,mm1678YT,1,1
If,Pa's Lam System,Skippingbee,1,1
I'm Coming,Pa's Lam System,Username_NotRequired,1,1
Computa Hakka ft. Ragga Twins,Pegboard Nerds,doofyplayer,1,1
Disconnected VIP,Pegboard Nerds,OKZitro,1,1
Gunslinga,Pegboard Nerds,doofyplayer,1,1
Luigi's Mansion,Pegboard Nerds,Username_NotRequired,1,1
Posin,Peggy Suave,superluigizero,1,1
There's No Reception in Possum Springs,PeKaNo,Crucru03,1,1
Everlasting Message,Penoreri,KindClutch,1,1
Monochrome and Vivid,penoreri,Azurlexx,1,1
Preserved Valkyria,penoreri,Azurlexx,1,1
Sailing Force,penoreri,ZitroNitro,1,1
banRave DiDiDiDi,Pento Baba.,Cruwev,1,1
"Reincarnation, Specialist",Persona 4,OKZitro,1,1
Area 184 (Platium Mix),Persona,WaterBottle317,1,1
osu! tutorial,Peter Lambert,DyamoDash,1,1
Hej Monika,PewDiePie,Username_NotRequired,1,1
Lasagna,PewDiePie,doofyplayer,1,1
Polyriddim,phonon,OKZitro,1,1
1,pianoid,nextro420,1,1
Speed fu-jin 2012,pianoid,nextro420,1,1
Loveit,PinocchioP,DyamoDash,1,1
Nobody Makes Sense,PinocchioP,ob1cb,1,1
Sick Sick Sick,PinocchioP,OKZitro & DyamoDash,1,1
Chroma,Pixel Terror ft. EMELINE,Azurlexx,1,1
Gay Frogs (Alex Jones Remix),placeboing,Iamuss76,1,1
Hitsugi to Futago,plastic ft. Sakito,WaterBottle317,1,1
the mashup that no one wanted,pluffaduff,Meteor_Melee,1,1
Battle! Wild Pokemon,Pokemon Black/White,AshFromKaaba & Frozentual,1,1
"Get Your Wish (Anamaguchi Remix, Secret Sky Edit)",Porter Robinson,KindClutch,1,1
Get Your Wish (Sewers*** Remix),Porter Robinson,gold_wolf & Haxagon,1,1
Shelter (Pure 100% Remix),Porter Robinson,Plain_Darkness,1,1
Freys Philosophy,Powerless,superluigizero,1,1
The Prelude To Bereavement,Shadow Of Intent,BasedSammy,1,1
Steamed Hams,Principal Skinner and Superintendent Chalmers,Plxsnya,1,1
Feel Your Heart,Protostar,doofyplayer,1,1
Hightechnological,PsyLine & Lunawatt & BrainStalker,ZitroNitro,1,1
Dont you want me,PSYQUI ft. Such,M4eu & reallyawesomestuff,1,1
Hype,PSYQUI ft. Such,Azurlexx,1,1
Hype (lapix remix),PSYQUI ft. Such,ZitroNitro,1,1
Education,PSYQUI,ob1cb,1,1
Funk Assembly,PSYQUI,Crucru03,1,1
Are you kidding me,PSYQUI & Mami,M4eu,1,1
Still in my heart,PSYQUI,Haxagon,1,1
Start Up,PSYQUI & Such,M4eu,1,1
Grimheart,Puru,Iamuss76,1,1
Hello Happiness,P*Light ft. mow2,WaterBottle317,1,1
2 MINUTES FIGHTERS,P*Light,Plxsma_RBLX,1,1
Gale Rider,P*Light,OKMasterz,1,1
Gekkou ranbu,P*Light,BasedSammy & TotoPowah,1,1
